year,player_id,last_name,first_name,bat,throw,team_id,main_position
1916,agnes101,Agnew,Sam,R,R,BOS,C
1916,barrj104,Barry,Jack,R,R,BOS,2B
1916,cadyh101,Cady,Hick,R,R,BOS,C
1916,carrb101,Carrigan,Bill,R,R,BOS,C
1916,fostr103,Foster,Rube,R,R,BOS,P
1916,gaind101,Gainer,Del,R,R,BOS,1B
1916,gardl101,Gardner,Larry,L,R,BOS,3B
1916,gregv101,Gregg,Vean,R,L,BOS,P
1916,haler101,Haley,Raymond,R,R,BOS,PH
1916,henro101,Henriksen,Olaf,L,L,BOS,OF
1916,hobld101,Hoblitzell,Dick,L,R,BOS,1B
1916,hooph101,Hooper,Harry,L,R,BOS,OF
1916,janvh101,Janvrin,Hal,R,R,BOS,SS
1916,jones104,Jones,Sad Sam,R,R,BOS,P
1916,leond102,Leonard,Dutch,L,L,BOS,P
1916,lewid101,Lewis,Duffy,R,R,BOS,OF
1916,maysc101,Mays,Carl,L,R,BOS,P
1916,mcham101,McHale,Marty,R,R,BOS,P
1916,mcnam101,McNally,Mike,R,R,BOS,2B
1916,pennh101,Pennock,Herb,B,L,BOS,P
1916,ruthb101,Ruth,Babe,L,L,BOS,P
1916,scote101,Scott,Everett,R,R,BOS,SS
1916,shorc101,Shorten,Chick,L,L,BOS,OF
1916,shore101,Shore,Ernie,R,R,BOS,P
1916,thomp101,Thomas,Pinch,L,R,BOS,C
1916,wagnh103,Wagner,Heinie,R,R,BOS,3B
1916,walkt101,Walker,Tillie,R,R,BOS,OF
1916,walsj108,Walsh,Jimmy,R,R,BOS,OF
1916,wyckj101,Wyckoff,Weldon,R,R,BOS,P
1917,agnes101,Agnew,Sam,R,R,BOS,C
1917,badek101,Bader,King,L,R,BOS,P
1917,barrj104,Barry,Jack,R,R,BOS,2B
1917,cadyh101,Cady,Hick,R,R,BOS,C
1917,coonj103,Cooney,Jimmy,R,R,BOS,2B
1917,fostr103,Foster,Rube,R,R,BOS,P
1917,gaind101,Gainer,Del,R,R,BOS,1B
1917,gardl101,Gardner,Larry,L,R,BOS,3B
1917,henro101,Henriksen,Olaf,L,L,BOS,PH
1917,hobld101,Hoblitzell,Dick,L,R,BOS,1B
1917,hooph101,Hooper,Harry,L,R,BOS,OF
1917,janvh101,Janvrin,Hal,R,R,BOS,2B
1917,jones104,Jones,Sad Sam,R,R,BOS,P
1917,leond102,Leonard,Dutch,L,L,BOS,P
1917,lewid101,Lewis,Duffy,R,R,BOS,OF
1917,mayew101,Mayer,Wally,R,R,BOS,C
1917,maysc101,Mays,Carl,L,R,BOS,P
1917,mcnam101,McNally,Mike,R,R,BOS,3B
1917,pennh101,Pennock,Herb,B,L,BOS,P
1917,ruthb101,Ruth,Babe,L,L,BOS,P
1917,scote101,Scott,Everett,R,R,BOS,SS
1917,shorc101,Shorten,Chick,L,L,BOS,OF
1917,shore101,Shore,Ernie,R,R,BOS,P
1917,thomp101,Thomas,Pinch,L,R,BOS,C
1917,walkt101,Walker,Tillie,R,R,BOS,OF
1917,walsj108,Walsh,Jimmy,R,R,BOS,OF
1917,wyckj101,Wyckoff,Weldon,R,R,BOS,P
1918,agnes101,Agnew,Sam,R,R,BOS,C
1918,badek101,Bader,King,L,R,BOS,P
1918,barbw101,Barbare,Walter,R,R,BOS,3B
1918,bluhr101,Bluhm,Red,R,R,BOS,PH
1918,bushj102,Bush,Bullet Joe,R,R,BOS,P
1918,cochg101,Cochran,George,B,R,BOS,3B
1918,coffj101,Coffey,Jack,R,R,BOS,3B
1918,dubuj101,Dubuc,Jean,R,R,BOS,P
1918,gonze101,Gonzalez,Eusebio,R,R,BOS,SS
1918,hobld101,Hoblitzell,Dick,L,R,BOS,1B
1918,hooph101,Hooper,Harry,L,R,BOS,OF
1918,jones104,Jones,Sad Sam,R,R,BOS,P
1918,kinnw101,Kinney,Walt,L,L,BOS,P
1918,leond102,Leonard,Dutch,L,L,BOS,P
1918,mayew101,Mayer,Wally,R,R,BOS,C
1918,maysc101,Mays,Carl,L,R,BOS,P
1918,mccad102,McCabe,Dick,R,R,BOS,P
1918,mcins101,McInnis,Stuffy,R,R,BOS,1B
1918,millh103,Miller,Hack,R,R,BOS,OF
1918,molyv101,Molyneaux,Vince,R,R,BOS,P
1918,pertb101,Pertica,Bill,R,R,BOS,P
1918,ruthb101,Ruth,Babe,L,L,BOS,OF
1918,schaw101,Schang,Wally,B,R,BOS,C
1918,scote101,Scott,Everett,R,R,BOS,SS
1918,shead101,Shean,Dave,R,R,BOS,2B
1918,stanj102,Stansbury,Jack,R,R,BOS,3B
1918,strua102,Strunk,Amos,L,L,BOS,OF
1918,thomf102,Thomas,Fred,R,R,BOS,3B
1918,truef101,Truesdale,Frank,B,R,BOS,2B
1918,wagnh103,Wagner,Heinie,R,R,BOS,2B
1918,whitg101,Whiteman,George,R,R,BOS,OF
1918,wyckj101,Wyckoff,Weldon,R,R,BOS,P
1919,barrj104,Barry,Jack,R,R,BOS,2B
1919,bushj102,Bush,Bullet Joe,R,R,BOS,P
1919,caldr101,Caldwell,Ray,L,R,BOS,P
1919,dumog101,Dumont,George,R,R,BOS,P
1919,gaind101,Gainer,Del,R,R,BOS,1B
1919,gilhf101,Gilhooley,Frank,L,R,BOS,OF
1919,hooph101,Hooper,Harry,L,R,BOS,OF
1919,hoytw101,Hoyt,Waite,R,R,BOS,P
1919,jameb103,James,Bill,B,R,BOS,P
1919,jones104,Jones,Sad Sam,R,R,BOS,P
1919,lamab101,Lamar,Bill,L,R,BOS,OF
1919,maysc101,Mays,Carl,L,R,BOS,P
1919,mcgrb101,McGraw,Bob,R,R,BOS,P
1919,mcins101,McInnis,Stuffy,R,R,BOS,1B
1919,mcnam101,McNally,Mike,R,R,BOS,3B
1919,mcnen101,McNeil,Norm,R,R,BOS,C
1919,mussp101,Musser,Paul,R,R,BOS,P
1919,pennh101,Pennock,Herb,B,L,BOS,P
1919,rothb102,Roth,Braggo,R,R,BOS,OF
1919,russa101,Russell,Allen,B,R,BOS,P
1919,ruthb101,Ruth,Babe,L,L,BOS,OF
1919,schaw101,Schang,Wally,B,R,BOS,C
1919,scote101,Scott,Everett,R,R,BOS,SS
1919,shanr101,Shannon,Red,B,R,BOS,2B
1919,shead101,Shean,Dave,R,R,BOS,2B
1919,strua102,Strunk,Amos,L,L,BOS,OF
1919,vitto101,Vitt,Ossie,R,R,BOS,3B
1919,waltr102,Walters,Roxy,R,R,BOS,C
1919,wilhj101,Wilhoit,Joe,L,R,BOS,OF
1919,winng101,Winn,George,L,L,BOS,P
1916,apple101,Appleton,Ed,R,R,BRO,P
1916,cadol101,Cadore,Leon,R,R,BRO,P
1916,chenl101,Cheney,Larry,R,R,BRO,P
1916,coomj101,Coombs,Jack,B,R,BRO,P
1916,cutsg101,Cutshaw,George,R,R,BRO,2B
1916,daubj101,Daubert,Jake,L,L,BRO,1B
1916,dedea101,Dede,Artie,R,R,BRO,C
1916,dellw101,Dell,Wheezer,R,R,BRO,P
1916,fabrb101,Fabrique,Bunny,B,R,BRO,SS
1916,getzg101,Getz,Gus,R,R,BRO,3B
1916,hickj102,Hickman,Jim,R,R,BRO,OF
1916,johnj107,Johnston,Jimmy,R,R,BRO,OF
1916,kellj107,Kelleher,John,R,R,BRO,3B
1916,mailw101,Mails,Duster,L,L,BRO,P
1916,marqr102,Marquard,Rube,B,L,BRO,P
1916,mccal102,McCarty,Lew,R,R,BRO,C
1916,merkf101,Merkle,Fred,R,R,BRO,1B
1916,meyec101,Meyers,Chief,R,R,BRO,C
1916,millh103,Miller,Hack,R,R,BRO,OF
1916,millo103,Miller,Otto,R,R,BRO,C
1916,mowrm101,Mowrey,Mike,R,R,BRO,3B
1916,myerh102,Myers,Hi,R,R,BRO,OF
1916,nixoa101,Nixon,Al,R,L,BRO,OF
1916,olsoi101,Olson,Ivy,R,R,BRO,SS
1916,omaro101,O'Mara,Ollie,R,R,BRO,SS
1916,pfefj101,Pfeffer,Jeff,R,R,BRO,P
1916,ruckn101,Rucker,Nap,R,L,BRO,P
1916,smits102,Smith,Sherry,R,L,BRO,P
1916,smytr101,Smyth,Red,L,R,BRO,2B
1916,stenc101,Stengel,Casey,L,L,BRO,OF
1916,wheam101,Wheat,Mack,R,R,BRO,C
1916,wheaz101,Wheat,Zack,L,R,BRO,OF
1917,cadol101,Cadore,Leon,R,R,BRO,P
1917,chenl101,Cheney,Larry,R,R,BRO,P
1917,coomj101,Coombs,Jack,B,R,BRO,P
1917,cutsg101,Cutshaw,George,R,R,BRO,2B
1917,daubj101,Daubert,Jake,L,L,BRO,1B
1917,dellw101,Dell,Wheezer,R,R,BRO,P
1917,durnr101,Durning,Rich,L,L,BRO,P
1917,fabrb101,Fabrique,Bunny,B,R,BRO,SS
1917,hickj102,Hickman,Jim,R,R,BRO,OF
1917,johnj107,Johnston,Jimmy,R,R,BRO,OF
1917,kruee101,Krueger,Ernie,R,R,BRO,C
1917,learb101,Leard,Bill,R,R,BRO,2B
1917,malol101,Malone,Lew,R,R,BRO,PR
1917,marqr102,Marquard,Rube,B,L,BRO,P
1917,merkf101,Merkle,Fred,R,R,BRO,1B
1917,meyec101,Meyers,Chief,R,R,BRO,C
1917,miljj101,Miljus,Johnny,R,R,BRO,P
1917,millo103,Miller,Otto,R,R,BRO,C
1917,mowrm101,Mowrey,Mike,R,R,BRO,3B
1917,myerh102,Myers,Hi,R,R,BRO,OF
1917,olsoi101,Olson,Ivy,R,R,BRO,SS
1917,orouf101,O'Rourke,Frank,R,R,BRO,3B
1917,pfefj101,Pfeffer,Jeff,R,R,BRO,P
1917,russj101,Russell,John,L,L,BRO,P
1917,smits102,Smith,Sherry,R,L,BRO,P
1917,smytr101,Smyth,Red,L,R,BRO,3B
1917,snydj102,Snyder,Jack,R,R,BRO,C
1917,stenc101,Stengel,Casey,L,L,BRO,OF
1917,wachp101,Wachtel,Paul,R,R,BRO,P
1917,wheam101,Wheat,Mack,R,R,BRO,C
1917,wheaz101,Wheat,Zack,L,R,BRO,OF
1918,archj102,Archer,Jimmy,R,R,BRO,C
1918,basha101,Bashang,Al,B,R,BRO,OF
1918,cadol101,Cadore,Leon,R,R,BRO,P
1918,chenl101,Cheney,Larry,R,R,BRO,P
1918,coomj101,Coombs,Jack,B,R,BRO,P
1918,daubj101,Daubert,Jake,L,L,BRO,1B
1918,doolm101,Doolin,Mickey,R,R,BRO,2B
1918,durnr101,Durning,Rich,L,L,BRO,P
1918,grimb101,Grimes,Burleigh,R,R,BRO,P
1918,grind101,Griner,Dan,L,R,BRO,P
1918,hehlj101,Hehl,Jake,R,R,BRO,P
1918,heith102,Heitmann,Harry,R,R,BRO,P
1918,herrm102,Herrmann,Marty,L,L,BRO,P
1918,hickj102,Hickman,Jim,R,R,BRO,OF
1918,johnj107,Johnston,Jimmy,R,R,BRO,OF
1918,kruee101,Krueger,Ernie,R,R,BRO,C
1918,mamaa101,Mamaux,Al,R,R,BRO,P
1918,marqr102,Marquard,Rube,B,L,BRO,P
1918,millo103,Miller,Otto,R,R,BRO,C
1918,mitcc102,Mitchell,Clarence,L,L,BRO,OF
1918,myerh102,Myers,Hi,R,R,BRO,OF
1918,nixoa101,Nixon,Al,R,L,BRO,OF
1918,olsoi101,Olson,Ivy,R,R,BRO,SS
1918,omaro101,O'Mara,Ollie,R,R,BRO,3B
1918,orouf101,O'Rourke,Frank,R,R,BRO,2B
1918,pfefj101,Pfeffer,Jeff,R,R,BRO,P
1918,plitn101,Plitt,Norman,R,R,BRO,P
1918,robed106,Robertson,Dick,R,R,BRO,P
1918,russj101,Russell,John,L,L,BRO,P
1918,schmr101,Schmandt,Ray,R,R,BRO,2B
1918,sherr101,Sheridan,Red,R,R,BRO,2B
1918,smitg104,Smith,George,R,R,BRO,P
1918,wardc102,Ward,Chuck,R,R,BRO,3B
1918,wheam101,Wheat,Mack,R,R,BRO,C
1918,wheaz101,Wheat,Zack,L,R,BRO,OF
1919,alleh101,Allen,Horace,L,R,BRO,OF
1919,baird101,Baird,Doug,R,R,BRO,3B
1919,cadol101,Cadore,Leon,R,R,BRO,P
1919,chenl101,Cheney,Larry,R,R,BRO,P
1919,fitzt101,Fitzsimmons,Tom,R,R,BRO,3B
1919,grift102,Griffith,Tommy,L,R,BRO,OF
1919,grimb101,Grimes,Burleigh,R,R,BRO,P
1919,henil101,Henion,Lafayette,R,R,BRO,P
1919,hickj102,Hickman,Jim,R,R,BRO,OF
1919,johnj107,Johnston,Jimmy,R,R,BRO,2B
1919,kildp101,Kilduff,Pete,R,R,BRO,3B
1919,konee101,Konetchy,Ed,R,R,BRO,1B
1919,kruee101,Krueger,Ernie,R,R,BRO,C
1919,magel101,Magee,Lee,B,R,BRO,2B
1919,malol101,Malone,Lew,R,R,BRO,3B
1919,mamaa101,Mamaux,Al,R,R,BRO,P
1919,marqr102,Marquard,Rube,B,L,BRO,P
1919,millo103,Miller,Otto,R,R,BRO,C
1919,mitcc102,Mitchell,Clarence,L,L,BRO,P
1919,myerh102,Myers,Hi,R,R,BRO,OF
1919,olsoi101,Olson,Ivy,R,R,BRO,SS
1919,omaro101,O'Mara,Ollie,R,R,BRO,3B
1919,pfefj101,Pfeffer,Jeff,R,R,BRO,P
1919,schmr101,Schmandt,Ray,R,R,BRO,2B
1919,smits102,Smith,Sherry,R,L,BRO,P
1919,wardc102,Ward,Chuck,R,R,BRO,3B
1919,wheam101,Wheat,Mack,R,R,BRO,C
1919,wheaz101,Wheat,Zack,L,R,BRO,OF
1916,allef101,Allen,Frank,R,L,BSN,P
1916,bailf101,Bailey,Fred,L,L,BSN,OF
1916,barnj102,Barnes,Jesse,L,R,BSN,P
1916,blace101,Blackburn,Earl,R,R,BSN,C
1916,chapl101,Chappell,Larry,L,R,BSN,OF
1916,collz101,Collins,Zip,L,L,BSN,OF
1916,compp101,Compton,Pete,L,L,BSN,OF
1916,connj107,Connolly,Joe,L,R,BSN,OF
1916,egand102,Egan,Dick,R,R,BSN,2B
1916,everj102,Evers,Johnny,L,R,BSN,2B
1916,fitze102,Fitzpatrick,Ed,R,R,BSN,2B
1916,gowdh101,Gowdy,Hank,R,R,BSN,C
1916,hught107,Hughes,Tom,R,R,BSN,P
1916,knete101,Knetzer,Elmer,R,R,BSN,P
1916,konee101,Konetchy,Ed,R,R,BSN,1B
1916,mages101,Magee,Sherry,R,R,BSN,OF
1916,marar101,Maranville,Rabbit,R,R,BSN,SS
1916,mathj102,Mathes,Joe,B,R,BSN,2B
1916,nehfa101,Nehf,Art,L,L,BSN,P
1916,ragap101,Ragan,Pat,R,R,BSN,P
1916,reule101,Reulbach,Ed,R,R,BSN,P
1916,ricoa101,Rico,Art,R,R,BSN,C
1916,rudod101,Rudolph,Dick,R,R,BSN,P
1916,smitr108,Smith,Red,R,R,BSN,3B
1916,snodf101,Snodgrass,Fred,R,R,BSN,OF
1916,tragw101,Tragesser,Walt,R,R,BSN,C
1916,tylel101,Tyler,Lefty,L,L,BSN,P
1916,wilhj101,Wilhoit,Joe,L,R,BSN,OF
1917,allef101,Allen,Frank,R,L,BSN,P
1917,bailf101,Bailey,Fred,L,L,BSN,OF
1917,barnj102,Barnes,Jesse,L,R,BSN,P
1917,chapl101,Chappell,Larry,L,R,BSN,OF
1917,collz101,Collins,Zip,L,L,BSN,OF
1917,covis101,Covington,Sam,L,R,BSN,1B
1917,crumc101,Crum,Cal,R,R,BSN,P
1917,everj102,Evers,Johnny,L,R,BSN,2B
1917,fitze102,Fitzpatrick,Ed,R,R,BSN,2B
1917,gowdh101,Gowdy,Hank,R,R,BSN,C
1917,hught107,Hughes,Tom,R,R,BSN,P
1917,jackf101,Jacklitsch,Fred,R,R,BSN,C
1917,kellj102,Kelly,Joe,R,R,BSN,OF
1917,konee101,Konetchy,Ed,R,R,BSN,1B
1917,mages101,Magee,Sherry,R,R,BSN,OF
1917,marar101,Maranville,Rabbit,R,R,BSN,SS
1917,massm101,Massey,Mike,B,R,BSN,2B
1917,meyec101,Meyers,Chief,R,R,BSN,C
1917,nehfa101,Nehf,Art,L,L,BSN,P
1917,power101,Powell,Ray,L,R,BSN,OF
1917,ragap101,Ragan,Pat,R,R,BSN,P
1917,rawlj101,Rawlings,Johnny,R,R,BSN,2B
1917,rehgw101,Rehg,Wally,R,R,BSN,OF
1917,reule101,Reulbach,Ed,R,R,BSN,P
1917,ricoa101,Rico,Art,R,R,BSN,C
1917,rudod101,Rudolph,Dick,R,R,BSN,P
1917,schrh101,Schreiber,Hank,R,R,BSN,3B
1917,scotj101,Scott,Jack,L,R,BSN,P
1917,smitr108,Smith,Red,R,R,BSN,3B
1917,tragw101,Tragesser,Walt,R,R,BSN,C
1917,twomg101,Twombly,George,R,R,BSN,OF
1917,tylel101,Tyler,Lefty,L,L,BSN,P
1917,walse101,Walsh,Ed,R,R,BSN,P
1917,wilhj101,Wilhoit,Joe,L,R,BSN,OF
1918,bailf101,Bailey,Fred,L,L,BSN,PH
1918,bassd101,Bass,Doc,?,?,BSN,PH
1918,canah101,Canavan,Hugh,L,L,BSN,P
1918,chadc101,Chadbourne,Chet,L,R,BSN,OF
1918,conwr101,Conway,Rip,L,R,BSN,2B
1918,covis101,Covington,Sam,L,R,BSN,PH
1918,crand101,Crandall,Doc,R,R,BSN,P
1918,crumc101,Crum,Cal,R,R,BSN,P
1918,filld101,Fillingim,Dana,L,R,BSN,P
1918,georl101,George,Lefty,L,L,BSN,P
1918,hearb102,Hearn,Bunny,L,L,BSN,P
1918,henrj101,Henry,John,R,R,BSN,C
1918,herzb101,Herzog,Buck,R,R,BSN,2B
1918,hught107,Hughes,Tom,R,R,BSN,P
1918,kellj102,Kelly,Joe,R,R,BSN,OF
1918,kellj105,Kelly,Jim,L,R,BSN,OF
1918,konee101,Konetchy,Ed,R,R,BSN,1B
1918,marar101,Maranville,Rabbit,R,R,BSN,SS
1918,massr101,Massey,Red,L,R,BSN,OF
1918,mcquh101,McQuillan,Hugh,R,R,BSN,P
1918,millt101,Miller,Tom,L,R,BSN,PH
1918,murpb102,Murphy,Buzz,L,L,BSN,OF
1918,nehfa101,Nehf,Art,L,L,BSN,P
1918,nortj102,Northrop,Jake,L,R,BSN,P
1918,power101,Powell,Ray,L,R,BSN,OF
1918,ragap101,Ragan,Pat,R,R,BSN,P
1918,rawlj101,Rawlings,Johnny,R,R,BSN,SS
1918,rehgw101,Rehg,Wally,R,R,BSN,OF
1918,rudod101,Rudolph,Dick,R,R,BSN,P
1918,smitj107,Smith,Jimmy,B,R,BSN,2B
1918,smitr108,Smith,Red,R,R,BSN,3B
1918,terrz101,Terry,Zeb,R,R,BSN,SS
1918,tragw101,Tragesser,Walt,R,R,BSN,C
1918,uphab101,Upham,Bill,B,R,BSN,P
1918,wagnb101,Wagner,Bill,R,R,BSN,C
1918,wicka101,Wickland,Al,L,L,BSN,OF
1918,wilsa102,Wilson,Art,R,R,BSN,C
1919,bailg101,Bailey,Gene,R,R,BSN,OF
1919,blacl101,Blackburne,Lena,R,R,BSN,3B
1919,boect101,Boeckel,Tony,R,R,BSN,3B
1919,carrd103,Carroll,Dixie,L,R,BSN,OF
1919,causr101,Causey,Red,R,R,BSN,P
1919,chenl101,Cheney,Larry,R,R,BSN,P
1919,chril103,Christenbury,Lloyd,L,R,BSN,OF
1919,cruiw101,Cruise,Walton,L,R,BSN,OF
1919,demaa101,Demaree,Al,L,R,BSN,P
1919,filld101,Fillingim,Dana,L,R,BSN,P
1919,fordh101,Ford,Hod,R,R,BSN,SS
1919,gowdh101,Gowdy,Hank,R,R,BSN,C
1919,herzb101,Herzog,Buck,R,R,BSN,2B
1919,holkw101,Holke,Walter,B,L,BSN,1B
1919,jameb102,James,Bill,R,R,BSN,P
1919,keatr101,Keating,Ray,R,R,BSN,P
1919,kellj102,Kelly,Joe,R,R,BSN,OF
1919,kingl101,King,Lee,R,R,BSN,PH
1919,mannl101,Mann,Les,R,R,BSN,OF
1919,marar101,Maranville,Rabbit,R,R,BSN,SS
1919,mcquh101,McQuillan,Hugh,R,R,BSN,P
1919,millt101,Miller,Tom,L,R,BSN,PH
1919,nehfa101,Nehf,Art,L,L,BSN,P
1919,nortj102,Northrop,Jake,L,R,BSN,P
1919,nuttd101,Nutter,Dizzy,L,R,BSN,OF
1919,oescj101,Oeschger,Joe,R,R,BSN,P
1919,oneim102,O'Neil,Mickey,R,R,BSN,C
1919,pickc103,Pick,Charlie,L,R,BSN,2B
1919,power101,Powell,Ray,L,R,BSN,OF
1919,ragap101,Ragan,Pat,R,R,BSN,P
1919,rawlj101,Rawlings,Johnny,R,R,BSN,2B
1919,riggj101,Riggert,Joe,R,R,BSN,OF
1919,rudod101,Rudolph,Dick,R,R,BSN,P
1919,scotj101,Scott,Jack,L,R,BSN,P
1919,smitr108,Smith,Red,R,R,BSN,OF
1919,thorj101,Thorpe,Jim,R,R,BSN,OF
1919,tragw101,Tragesser,Walt,R,R,BSN,C
1919,whits104,White,Sam,L,R,BSN,C
1919,wilsa102,Wilson,Art,R,R,BSN,C
1916,benzj101,Benz,Joe,R,R,CHA,P
1916,cicoe101,Cicotte,Eddie,B,R,CHA,P
1916,colle101,Collins,Eddie,L,R,CHA,2B
1916,colls101,Collins,Shano,R,R,CHA,OF
1916,danfd101,Danforth,Dave,L,L,CHA,P
1916,faber101,Faber,Red,B,R,CHA,P
1916,fautj101,Fautsch,Joe,R,R,CHA,PH
1916,felsh101,Felsch,Happy,R,R,CHA,OF
1916,fourj101,Fournier,Jack,L,R,CHA,1B
1916,hasbz101,Hasbrook,Ziggy,R,R,CHA,1B
1916,jackj101,Jackson,Shoeless Joe,L,R,CHA,OF
1916,jourt101,Jourdan,Ted,L,L,CHA,PH
1916,lappj101,Lapp,Jack,L,R,CHA,C
1916,leibn101,Leibold,Nemo,L,R,CHA,OF
1916,lynnb101,Lynn,Byrd,R,R,CHA,C
1916,mcmuf101,McMullin,Fred,R,R,CHA,3B
1916,morig101,Moriarty,George,R,R,CHA,1B
1916,murpe102,Murphy,Eddie,L,R,CHA,OF
1916,nessj101,Ness,Jack,R,R,CHA,1B
1916,russr102,Russell,Reb,L,L,CHA,P
1916,schar103,Schalk,Ray,R,R,CHA,C
1916,scotj104,Scott,Jim,R,R,CHA,P
1916,shoor102,Shook,Ray,R,R,CHA,PR
1916,terrz101,Terry,Zeb,R,R,CHA,SS
1916,vonkf101,Von Kolnitz,Fritz,R,R,CHA,3B
1916,walse101,Walsh,Ed,R,R,CHA,P
1916,weavb101,Weaver,Buck,B,R,CHA,3B
1916,willl104,Williams,Lefty,R,L,CHA,P
1916,wolfm101,Wolfgang,Mellie,R,R,CHA,P
1916,wrigc101,Wright,Cy,R,R,CHA,SS
1917,benzj101,Benz,Joe,R,R,CHA,P
1917,byrnb101,Byrne,Bobby,R,R,CHA,2B
1917,cicoe101,Cicotte,Eddie,B,R,CHA,P
1917,colle101,Collins,Eddie,L,R,CHA,2B
1917,colls101,Collins,Shano,R,R,CHA,OF
1917,danfd101,Danforth,Dave,L,L,CHA,P
1917,faber101,Faber,Red,B,R,CHA,P
1917,felsh101,Felsch,Happy,R,R,CHA,OF
1917,fourj101,Fournier,Jack,L,R,CHA,PH
1917,gandc101,Gandil,Chick,R,R,CHA,1B
1917,hasbz101,Hasbrook,Ziggy,R,R,CHA,2B
1917,jackj101,Jackson,Shoeless Joe,L,R,CHA,OF
1917,jenkj102,Jenkins,Joe,R,R,CHA,C
1917,jourt101,Jourdan,Ted,L,L,CHA,1B
1917,leibn101,Leibold,Nemo,L,R,CHA,OF
1917,lynnb101,Lynn,Byrd,R,R,CHA,C
1917,mcmuf101,McMullin,Fred,R,R,CHA,3B
1917,murpe102,Murphy,Eddie,L,R,CHA,OF
1917,risbs101,Risberg,Swede,R,R,CHA,SS
1917,russr102,Russell,Reb,L,L,CHA,P
1917,schar103,Schalk,Ray,R,R,CHA,C
1917,scotj104,Scott,Jim,R,R,CHA,P
1917,terrz101,Terry,Zeb,R,R,CHA,SS
1917,weavb101,Weaver,Buck,B,R,CHA,3B
1917,willl104,Williams,Lefty,R,L,CHA,P
1917,wolfm101,Wolfgang,Mellie,R,R,CHA,P
1918,benzj101,Benz,Joe,R,R,CHA,P
1918,cicoe101,Cicotte,Eddie,B,R,CHA,P
1918,colle101,Collins,Eddie,L,R,CHA,2B
1918,colls101,Collins,Shano,R,R,CHA,OF
1918,coree101,Corey,Ed,R,R,CHA,P
1918,danfd101,Danforth,Dave,L,L,CHA,P
1918,devoa101,DeVormer,Al,R,R,CHA,C
1918,faber101,Faber,Red,B,R,CHA,P
1918,felsh101,Felsch,Happy,R,R,CHA,OF
1918,gandc101,Gandil,Chick,R,R,CHA,1B
1918,goodw101,Good,Wilbur,L,L,CHA,OF
1918,hardp101,Hardgrove,Pat,R,R,CHA,PH
1918,jackj101,Jackson,Shoeless Joe,L,R,CHA,OF
1918,jacoo101,Jacobs,Otto,R,R,CHA,C
1918,jourt101,Jourdan,Ted,L,L,CHA,1B
1918,leibn101,Leibold,Nemo,L,R,CHA,OF
1918,lynnb101,Lynn,Byrd,R,R,CHA,C
1918,mcmuf101,McMullin,Fred,R,R,CHA,3B
1918,mitcr101,Mitchell,Roy,R,R,CHA,P
1918,mostj101,Mostil,Johnny,R,R,CHA,2B
1918,murpe102,Murphy,Eddie,L,R,CHA,OF
1918,pineb101,Pinelli,Babe,R,R,CHA,3B
1918,quinj102,Quinn,Jack,R,R,CHA,P
1918,risbs101,Risberg,Swede,R,R,CHA,SS
1918,russr102,Russell,Reb,L,L,CHA,P
1918,schar103,Schalk,Ray,R,R,CHA,C
1918,shelf101,Shellenback,Frank,R,R,CHA,P
1918,weavb101,Weaver,Buck,B,R,CHA,SS
1918,willk102,Willson,Kid,L,L,CHA,PH
1918,willl104,Williams,Lefty,R,L,CHA,P
1918,wolfm101,Wolfgang,Mellie,R,R,CHA,P
1919,benzj101,Benz,Joe,R,R,CHA,P
1919,cicoe101,Cicotte,Eddie,B,R,CHA,P
1919,colle101,Collins,Eddie,L,R,CHA,2B
1919,colls101,Collins,Shano,R,R,CHA,OF
1919,danfd101,Danforth,Dave,L,L,CHA,P
1919,faber101,Faber,Red,B,R,CHA,P
1919,felsh101,Felsch,Happy,R,R,CHA,OF
1919,gandc101,Gandil,Chick,R,R,CHA,1B
1919,jackj101,Jackson,Shoeless Joe,L,R,CHA,OF
1919,jameb103,James,Bill,B,R,CHA,P
1919,jenkj102,Jenkins,Joe,R,R,CHA,C
1919,kerrd101,Kerr,Dickey,L,L,CHA,P
1919,leibn101,Leibold,Nemo,L,R,CHA,OF
1919,lowdg101,Lowdermilk,Grover,R,R,CHA,P
1919,lynnb101,Lynn,Byrd,R,R,CHA,C
1919,mayee101,Mayer,Erskine,R,R,CHA,P
1919,mcclh103,McClellan,Hervey,R,R,CHA,3B
1919,mcgut101,McGuire,Tom,R,R,CHA,P
1919,mcmuf101,McMullin,Fred,R,R,CHA,3B
1919,murpe102,Murphy,Eddie,L,R,CHA,OF
1919,noyew101,Noyes,Win,R,R,CHA,P
1919,ragap101,Ragan,Pat,R,R,CHA,P
1919,risbs101,Risberg,Swede,R,R,CHA,SS
1919,robec101,Robertson,Charlie,L,R,CHA,P
1919,russr102,Russell,Reb,L,L,CHA,P
1919,schar103,Schalk,Ray,R,R,CHA,C
1919,shelf101,Shellenback,Frank,R,R,CHA,P
1919,sullj106,Sullivan,John,L,L,CHA,P
1919,weavb101,Weaver,Buck,B,R,CHA,3B
1919,wilkr101,Wilkinson,Roy,R,R,CHA,P
1919,willl104,Williams,Lefty,R,L,CHA,P
1916,allen101,Allen,Nick,R,R,CHN,C
1916,archj102,Archer,Jimmy,R,R,CHN,C
1916,browm102,Brown,Mordecai,B,R,CHN,P
1916,cartp101,Carter,Paul,L,R,CHN,P
