year,team_id,league,city,nickname
1961,KC1,A,Kansas City,Athletics
1961,LAA,A,Los Angeles,Angels
1961,MIN,A,Minnesota,Twins
1961,NYA,A,New York,Yankees
1961,WS2,A,Washington,Senators
1961,CHN,N,Chicago,Cubs
1961,CIN,N,Cincinnati,Reds
1961,LAN,N,Los Angeles,Dodgers
1961,MLN,N,Milwaukee,Braves
1961,PHI,N,Philadelphia,Phillies
1961,PIT,N,Pittsburgh,Pirates
1961,SLN,N,St.Louis,Cardinals
1961,SFN,N,San Francisco,Giants
1962,BAL,A,Baltimore,Orioles
1962,BOS,A,Boston,Red Sox
1962,CHA,A,Chicago,White Sox
1962,CLE,A,Cleveland,Indians
1962,DET,A,Detroit,Tigers
1962,KC1,A,Kansas City,Athletics
1962,LAA,A,Los Angeles,Angels
1962,MIN,A,Minnesota,Twins
1962,NYA,A,New York,Yankees
1962,WS2,A,Washington,Senators
1962,CHN,N,Chicago,Cubs
1962,CIN,N,Cincinnati,Reds
1962,HOU,N,Houston,Colts
1962,LAN,N,Los Angeles,Dodgers
1962,MLN,N,Milwaukee,Braves
1962,NYN,N,New York,Mets
1962,PHI,N,Philadelphia,Phillies
1962,PIT,N,Pittsburgh,Pirates
1962,SLN,N,St.Louis,Cardinals
1962,SFN,N,San Francisco,Giants
1963,BAL,A,Baltimore,Orioles
1963,BOS,A,Boston,Red Sox
1963,CHA,A,Chicago,White Sox
1963,CLE,A,Cleveland,Indians
1963,DET,A,Detroit,Tigers
1963,KC1,A,Kansas City,Athletics
1963,LAA,A,Los Angeles,Angels
1963,MIN,A,Minnesota,Twins
1963,NYA,A,New York,Yankees
1963,WS2,A,Washington,Senators
1963,CHN,N,Chicago,Cubs
1963,CIN,N,Cincinnati,Reds
1963,HOU,N,Houston,Colts
1963,LAN,N,Los Angeles,Dodgers
1963,MLN,N,Milwaukee,Braves
1963,NYN,N,New York,Mets
1963,PHI,N,Philadelphia,Phillies
1963,PIT,N,Pittsburgh,Pirates
1963,SLN,N,St.Louis,Cardinals
1963,SFN,N,San Francisco,Giants
1964,BAL,A,Baltimore,Orioles
1964,BOS,A,Boston,Red Sox
1964,CHA,A,Chicago,White Sox
1964,CLE,A,Cleveland,Indians
1964,DET,A,Detroit,Tigers
1964,KC1,A,Kansas City,Athletics
1964,LAA,A,Los Angeles,Angels
1964,MIN,A,Minnesota,Twins
1964,NYA,A,New York,Yankees
1964,WS2,A,Washington,Senators
1964,CHN,N,Chicago,Cubs
1964,CIN,N,Cincinnati,Reds
1964,HOU,N,Houston,Colts
1964,LAN,N,Los Angeles,Dodgers
1964,MLN,N,Milwaukee,Braves
1964,NYN,N,New York,Mets
1964,PHI,N,Philadelphia,Phillies
1964,PIT,N,Pittsburgh,Pirates
1964,SLN,N,St.Louis,Cardinals
1964,SFN,N,San Francisco,Giants
1965,BAL,A,Baltimore,Orioles
1965,BOS,A,Boston,Red Sox
1965,CAL,A,California,Angels
1965,CHA,A,Chicago,White Sox
1965,CLE,A,Cleveland,Indians
1965,DET,A,Detroit,Tigers
1965,KC1,A,Kansas City,Athletics
1965,MIN,A,Minnesota,Twins
1965,NYA,A,New York,Yankees
1965,WS2,A,Washington,Senators
1965,CHN,N,Chicago,Cubs
1965,CIN,N,Cincinnati,Reds
1965,HOU,N,Houston,Astros
1965,LAN,N,Los Angeles,Dodgers
1965,MLN,N,Milwaukee,Braves
1965,NYN,N,New York,Mets
1965,PHI,N,Philadelphia,Phillies
1965,PIT,N,Pittsburgh,Pirates
1965,SLN,N,St.Louis,Cardinals
1965,SFN,N,San Francisco,Giants
1966,BAL,A,Baltimore,Orioles
1966,BOS,A,Boston,Red Sox
1966,CAL,A,California,Angels
1966,CHA,A,Chicago,White Sox
1966,CLE,A,Cleveland,Indians
1966,DET,A,Detroit,Tigers
1966,KC1,A,Kansas City,Athletics
1966,MIN,A,Minnesota,Twins
1966,NYA,A,New York,Yankees
1966,WS2,A,Washington,Senators
1966,ATL,N,Atlanta,Braves
1966,CHN,N,Chicago,Cubs
1966,CIN,N,Cincinnati,Reds
1966,HOU,N,Houston,Astros
1966,LAN,N,Los Angeles,Dodgers
1966,NYN,N,New York,Mets
1966,PHI,N,Philadelphia,Phillies
1966,PIT,N,Pittsburgh,Pirates
1966,SLN,N,St.Louis,Cardinals
1966,SFN,N,San Francisco,Giants
1967,BAL,A,Baltimore,Orioles
1967,BOS,A,Boston,Red Sox
1967,CAL,A,California,Angels
1967,CHA,A,Chicago,White Sox
1967,CLE,A,Cleveland,Indians
1967,DET,A,Detroit,Tigers
1967,KC1,A,Kansas City,Athletics
1967,MIN,A,Minnesota,Twins
1967,NYA,A,New York,Yankees
1967,WS2,A,Washington,Senators
1967,ATL,N,Atlanta,Braves
1967,CHN,N,Chicago,Cubs
1967,CIN,N,Cincinnati,Reds
1967,HOU,N,Houston,Astros
1967,LAN,N,Los Angeles,Dodgers
1967,NYN,N,New York,Mets
1967,PHI,N,Philadelphia,Phillies
1967,PIT,N,Pittsburgh,Pirates
1967,SLN,N,St.Louis,Cardinals
1967,SFN,N,San Francisco,Giants
1968,BAL,A,Baltimore,Orioles
1968,BOS,A,Boston,Red Sox
1968,CAL,A,California,Angels
1968,CHA,A,Chicago,White Sox
1968,CLE,A,Cleveland,Indians
1968,DET,A,Detroit,Tigers
1968,MIN,A,Minnesota,Twins
1968,NYA,A,New York,Yankees
1968,OAK,A,Oakland,Athletics
1968,WS2,A,Washington,Senators
1968,ATL,N,Atlanta,Braves
1968,CHN,N,Chicago,Cubs
1968,CIN,N,Cincinnati,Reds
1968,HOU,N,Houston,Astros
1968,LAN,N,Los Angeles,Dodgers
1968,NYN,N,New York,Mets
1968,PHI,N,Philadelphia,Phillies
1968,PIT,N,Pittsburgh,Pirates
1968,SLN,N,St.Louis,Cardinals
1968,SFN,N,San Francisco,Giants
1969,BAL,A,Baltimore,Orioles
1969,BOS,A,Boston,Red Sox
1969,CLE,A,Cleveland,Indians
1969,DET,A,Detroit,Tigers
1969,NYA,A,New York,Yankees
1969,WS2,A,Washington,Senators
1969,CAL,A,California,Angels
1969,CHA,A,Chicago,White Sox
1969,KCA,A,Kansas City,Royals
1969,MIN,A,Minnesota,Twins
1969,OAK,A,Oakland,Athletics
1969,SE1,A,Seattle,Pilots
1969,CHN,N,Chicago,Cubs
1969,MON,N,Montreal,Expos
1969,NYN,N,New York,Mets
1969,PHI,N,Philadelphia,Phillies
1969,PIT,N,Pittsburgh,Pirates
1969,SLN,N,St.Louis,Cardinals
1969,ATL,N,Atlanta,Braves
1969,CIN,N,Cincinnati,Reds
1969,HOU,N,Houston,Astros
1969,LAN,N,Los Angeles,Dodgers
1969,SDN,N,San Diego,Padres
1969,SFN,N,San Francisco,Giants
1970,BAL,A,Baltimore,Orioles
1970,BOS,A,Boston,Red Sox
1970,CLE,A,Cleveland,Indians
1970,DET,A,Detroit,Tigers
1970,MIL,A,Milwaukee,Brewers
1970,NYA,A,New York,Yankees
1970,WS2,A,Washington,Senators
1970,CAL,A,California,Angels
1970,CHA,A,Chicago,White Sox
1970,KCA,A,Kansas City,Royals
1970,MIN,A,Minnesota,Twins
1970,OAK,A,Oakland,Athletics
1970,CHN,N,Chicago,Cubs
1970,MON,N,Montreal,Expos
1970,NYN,N,New York,Mets
1970,PHI,N,Philadelphia,Phillies
1970,PIT,N,Pittsburgh,Pirates
1970,SLN,N,St.Louis,Cardinals
1970,ATL,N,Atlanta,Braves
1970,CIN,N,Cincinnati,Reds
1970,HOU,N,Houston,Astros
1970,LAN,N,Los Angeles,Dodgers
1970,SDN,N,San Diego,Padres
1970,SFN,N,San Francisco,Giants
1971,BAL,A,Baltimore,Orioles
1971,BOS,A,Boston,Red Sox
1971,CLE,A,Cleveland,Indians
1971,DET,A,Detroit,Tigers
1971,MIL,A,Milwaukee,Brewers
1971,NYA,A,New York,Yankees
1971,WS2,A,Washington,Senators
1971,CAL,A,California,Angels
1971,CHA,A,Chicago,White Sox
1971,KCA,A,Kansas City,Royals
1971,MIN,A,Minnesota,Twins
1971,OAK,A,Oakland,Athletics
1971,CHN,N,Chicago,Cubs
1971,MON,N,Montreal,Expos
1971,NYN,N,New York,Mets
1971,PHI,N,Philadelphia,Phillies
1971,PIT,N,Pittsburgh,Pirates
1971,SLN,N,St.Louis,Cardinals
1971,ATL,N,Atlanta,Braves
1971,CIN,N,Cincinnati,Reds
1971,HOU,N,Houston,Astros
1971,LAN,N,Los Angeles,Dodgers
1971,SDN,N,San Diego,Padres
1971,SFN,N,San Francisco,Giants
1972,BAL,A,Baltimore,Orioles
1972,BOS,A,Boston,Red Sox
1972,CLE,A,Cleveland,Indians
1972,DET,A,Detroit,Tigers
1972,MIL,A,Milwaukee,Brewers
1972,NYA,A,New York,Yankees
1972,CAL,A,California,Angels
1972,CHA,A,Chicago,White Sox
1972,KCA,A,Kansas City,Royals
1972,MIN,A,Minnesota,Twins
1972,OAK,A,Oakland,Athletics
1972,TEX,A,Texas,Rangers
1972,CHN,N,Chicago,Cubs
1972,MON,N,Montreal,Expos
1972,NYN,N,New York,Mets
1972,PHI,N,Philadelphia,Phillies
1972,PIT,N,Pittsburgh,Pirates
1972,SLN,N,St.Louis,Cardinals
1972,ATL,N,Atlanta,Braves
1972,CIN,N,Cincinnati,Reds
1972,HOU,N,Houston,Astros
1972,LAN,N,Los Angeles,Dodgers
1972,SDN,N,San Diego,Padres
1972,SFN,N,San Francisco,Giants
1973,BAL,A,Baltimore,Orioles
1973,BOS,A,Boston,Red Sox
1973,CLE,A,Cleveland,Indians
1973,DET,A,Detroit,Tigers
1973,MIL,A,Milwaukee,Brewers
1973,NYA,A,New York,Yankees
1973,CAL,A,California,Angels
1973,CHA,A,Chicago,White Sox
1973,KCA,A,Kansas City,Royals
1973,MIN,A,Minnesota,Twins
1973,OAK,A,Oakland,Athletics
1973,TEX,A,Texas,Rangers
1973,CHN,N,Chicago,Cubs
1973,MON,N,Montreal,Expos
1973,NYN,N,New York,Mets
1973,PHI,N,Philadelphia,Phillies
1973,PIT,N,Pittsburgh,Pirates
1973,SLN,N,St.Louis,Cardinals
1973,ATL,N,Atlanta,Braves
1973,CIN,N,Cincinnati,Reds
1973,HOU,N,Houston,Astros
1973,LAN,N,Los Angeles,Dodgers
1973,SDN,N,San Diego,Padres
1973,SFN,N,San Francisco,Giants
1974,BAL,A,Baltimore,Orioles
1974,BOS,A,Boston,Red Sox
1974,CLE,A,Cleveland,Indians
1974,DET,A,Detroit,Tigers
1974,MIL,A,Milwaukee,Brewers
1974,NYA,A,New York,Yankees
1974,CAL,A,California,Angels
1974,CHA,A,Chicago,White Sox
1974,KCA,A,Kansas City,Royals
1974,MIN,A,Minnesota,Twins
1974,OAK,A,Oakland,Athletics
1974,TEX,A,Texas,Rangers
1974,CHN,N,Chicago,Cubs
1974,MON,N,Montreal,Expos
1974,NYN,N,New York,Mets
1974,PHI,N,Philadelphia,Phillies
1974,PIT,N,Pittsburgh,Pirates
1974,SLN,N,St.Louis,Cardinals
1974,ATL,N,Atlanta,Braves
1974,CIN,N,Cincinnati,Reds
1974,HOU,N,Houston,Astros
1974,LAN,N,Los Angeles,Dodgers
1974,SDN,N,San Diego,Padres
1974,SFN,N,San Francisco,Giants
1975,BAL,A,Baltimore,Orioles
1975,BOS,A,Boston,Red Sox
1975,CLE,A,Cleveland,Indians
1975,DET,A,Detroit,Tigers
1975,MIL,A,Milwaukee,Brewers
1975,NYA,A,New York,Yankees
1975,CAL,A,California,Angels
1975,CHA,A,Chicago,White Sox
1975,KCA,A,Kansas City,Royals
1975,MIN,A,Minnesota,Twins
1975,OAK,A,Oakland,Athletics
1975,TEX,A,Texas,Rangers
1975,CHN,N,Chicago,Cubs
1975,MON,N,Montreal,Expos
1975,NYN,N,New York,Mets
1975,PHI,N,Philadelphia,Phillies
1975,PIT,N,Pittsburgh,Pirates
1975,SLN,N,St.Louis,Cardinals
1975,ATL,N,Atlanta,Braves
1975,CIN,N,Cincinnati,Reds
1975,HOU,N,Houston,Astros
1975,LAN,N,Los Angeles,Dodgers
1975,SDN,N,San Diego,Padres
1975,SFN,N,San Francisco,Giants
1976,BAL,A,Baltimore,Orioles
1976,BOS,A,Boston,Red Sox
1976,CLE,A,Cleveland,Indians
1976,DET,A,Detroit,Tigers
1976,MIL,A,Milwaukee,Brewers
1976,NYA,A,New York,Yankees
1976,CAL,A,California,Angels
1976,CHA,A,Chicago,White Sox
1976,KCA,A,Kansas City,Royals
1976,MIN,A,Minnesota,Twins
1976,OAK,A,Oakland,Athletics
1976,TEX,A,Texas,Rangers
1976,CHN,N,Chicago,Cubs
1976,MON,N,Montreal,Expos
1976,NYN,N,New York,Mets
1976,PHI,N,Philadelphia,Phillies
1976,PIT,N,Pittsburgh,Pirates
1976,SLN,N,St.Louis,Cardinals
1976,ATL,N,Atlanta,Braves
1976,CIN,N,Cincinnati,Reds
1976,HOU,N,Houston,Astros
1976,LAN,N,Los Angeles,Dodgers
1976,SDN,N,San Diego,Padres
1976,SFN,N,San Francisco,Giants
1977,BAL,A,Baltimore,Orioles
1977,BOS,A,Boston,Red Sox
1977,CLE,A,Cleveland,Indians
1977,DET,A,Detroit,Tigers
1977,MIL,A,Milwaukee,Brewers
1977,NYA,A,New York,Yankees
1977,TOR,A,Toronto,Blue Jays
1977,CAL,A,California,Angels
1977,CHA,A,Chicago,White Sox
1977,KCA,A,Kansas City,Royals
1977,MIN,A,Minnesota,Twins
1977,OAK,A,Oakland,Athletics
1977,SEA,A,Seattle,Mariners
1977,TEX,A,Texas,Rangers
1977,CHN,N,Chicago,Cubs
1977,MON,N,Montreal,Expos
1977,NYN,N,New York,Mets
1977,PHI,N,Philadelphia,Phillies
1977,PIT,N,Pittsburgh,Pirates
1977,SLN,N,St. Louis,Cardinals
1977,ATL,N,Atlanta,Braves
1977,CIN,N,Cincinnati,Reds
1977,HOU,N,Houston,Astros
1977,LAN,N,Los Angeles,Dodgers
1977,SDN,N,San Diego,Padres
1977,SFN,N,San Francisco,Giants
1978,BAL,A,Baltimore,Orioles
1978,BOS,A,Boston,Red Sox
1978,CLE,A,Cleveland,Indians
1978,DET,A,Detroit,Tigers
1978,MIL,A,Milwaukee,Brewers
1978,NYA,A,New York,Yankees
1978,TOR,A,Toronto,Blue Jays
1978,CAL,A,California,Angels
1978,CHA,A,Chicago,White Sox
1978,KCA,A,Kansas City,Royals
1978,MIN,A,Minnesota,Twins
1978,OAK,A,Oakland,Athletics
1978,SEA,A,Seattle,Mariners
1978,TEX,A,Texas,Rangers
1978,CHN,N,Chicago,Cubs
1978,MON,N,Montreal,Expos
1978,NYN,N,New York,Mets
1978,PHI,N,Philadelphia,Phillies
1978,PIT,N,Pittsburgh,Pirates
1978,SLN,N,St. Louis,Cardinals
1978,ATL,N,Atlanta,Braves
1978,CIN,N,Cincinnati,Reds
1978,HOU,N,Houston,Astros
1978,LAN,N,Los Angeles,Dodgers
1978,SDN,N,San Diego,Padres
1978,SFN,N,San Francisco,Giants
1979,BAL,A,Baltimore,Orioles
1979,BOS,A,Boston,Red Sox
1979,CLE,A,Cleveland,Indians
1979,DET,A,Detroit,Tigers
1979,MIL,A,Milwaukee,Brewers
1979,NYA,A,New York,Yankees
1979,TOR,A,Toronto,Blue Jays
1979,CAL,A,California,Angels
1979,CHA,A,Chicago,White Sox
1979,KCA,A,Kansas City,Royals
1979,MIN,A,Minnesota,Twins
1979,OAK,A,Oakland,Athletics
1979,SEA,A,Seattle,Mariners
1979,TEX,A,Texas,Rangers
1979,CHN,N,Chicago,Cubs
1979,MON,N,Montreal,Expos
1979,NYN,N,New York,Mets
1979,PHI,N,Philadelphia,Phillies
1979,PIT,N,Pittsburgh,Pirates
1979,SLN,N,St. Louis,Cardinals
1979,ATL,N,Atlanta,Braves
1979,CIN,N,Cincinnati,Reds
1979,HOU,N,Houston,Astros
1979,LAN,N,Los Angeles,Dodgers
1979,SDN,N,San Diego,Padres
1979,SFN,N,San Francisco,Giants
1980,BAL,A,Baltimore,Orioles
1980,BOS,A,Boston,Red Sox
1980,CLE,A,Cleveland,Indians
1980,DET,A,Detroit,Tigers
1980,MIL,A,Milwaukee,Brewers
1980,NYA,A,New York,Yankees
1980,TOR,A,Toronto,Blue Jays
1980,CAL,A,California,Angels
1980,CHA,A,Chicago,White Sox
1980,KCA,A,Kansas City,Royals
1980,MIN,A,Minnesota,Twins
1980,OAK,A,Oakland,Athletics
1980,SEA,A,Seattle,Mariners
1980,TEX,A,Texas,Rangers
1980,CHN,N,Chicago,Cubs
1980,MON,N,Montreal,Expos
1980,NYN,N,New York,Mets
1980,PHI,N,Philadelphia,Phillies
1980,PIT,N,Pittsburgh,Pirates
1980,SLN,N,St. Louis,Cardinals
1980,ATL,N,Atlanta,Braves
1980,CIN,N,Cincinnati,Reds
1980,HOU,N,Houston,Astros
1980,LAN,N,Los Angeles,Dodgers
1980,SDN,N,San Diego,Padres
1980,SFN,N,San Francisco,Giants
1981,BAL,A,Baltimore,Orioles
1981,BOS,A,Boston,Red Sox
1981,CLE,A,Cleveland,Indians
1981,DET,A,Detroit,Tigers
1981,MIL,A,Milwaukee,Brewers
1981,NYA,A,New York,Yankees
1981,TOR,A,Toronto,Blue Jays
1981,CAL,A,California,Angels
1981,CHA,A,Chicago,White Sox
1981,KCA,A,Kansas City,Royals
1981,MIN,A,Minnesota,Twins
1981,OAK,A,Oakland,Athletics
1981,SEA,A,Seattle,Mariners
1981,TEX,A,Texas,Rangers
1981,CHN,N,Chicago,Cubs
1981,MON,N,Montreal,Expos
1981,NYN,N,New York,Mets
1981,PHI,N,Philadelphia,Phillies
1981,PIT,N,Pittsburgh,Pirates
1981,SLN,N,St. Louis,Cardinals
1981,ATL,N,Atlanta,Braves
1981,CIN,N,Cincinnati,Reds
1981,HOU,N,Houston,Astros
1981,LAN,N,Los Angeles,Dodgers
1981,SDN,N,San Diego,Padres
1981,SFN,N,San Francisco,Giants
1982,BAL,A,Baltimore,Orioles
1982,BOS,A,Boston,Red Sox
1982,CLE,A,Cleveland,Indians
1982,DET,A,Detroit,Tigers
1982,MIL,A,Milwaukee,Brewers
1982,NYA,A,New York,Yankees
1982,TOR,A,Toronto,Blue Jays
1982,CAL,A,California,Angels
1982,CHA,A,Chicago,White Sox
1982,KCA,A,Kansas City,Royals
1982,MIN,A,Minnesota,Twins
1982,OAK,A,Oakland,Athletics
1982,SEA,A,Seattle,Mariners
1982,TEX,A,Texas,Rangers
1982,CHN,N,Chicago,Cubs
1982,MON,N,Montreal,Expos
1982,NYN,N,New York,Mets
1982,PHI,N,Philadelphia,Phillies
1982,PIT,N,Pittsburgh,Pirates
1982,SLN,N,St. Louis,Cardinals
1982,ATL,N,Atlanta,Braves
1982,CIN,N,Cincinnati,Reds
1982,HOU,N,Houston,Astros
1982,LAN,N,Los Angeles,Dodgers
1982,SDN,N,San Diego,Padres
1982,SFN,N,San Francisco,Giants
1983,BAL,A,Baltimore,Orioles
1983,BOS,A,Boston,Red Sox
1983,CLE,A,Cleveland,Indians
1983,DET,A,Detroit,Tigers
1983,MIL,A,Milwaukee,Brewers
1983,NYA,A,New York,Yankees
1983,TOR,A,Toronto,Blue Jays
1983,CAL,A,California,Angels
1983,CHA,A,Chicago,White Sox
1983,KCA,A,Kansas City,Royals
1983,MIN,A,Minnesota,Twins
1983,OAK,A,Oakland,Athletics
1983,SEA,A,Seattle,Mariners
1983,TEX,A,Texas,Rangers
1983,CHN,N,Chicago,Cubs
1983,MON,N,Montreal,Expos
1983,NYN,N,New York,Mets
1983,PHI,N,Philadelphia,Phillies
1983,PIT,N,Pittsburgh,Pirates
1983,SLN,N,St. Louis,Cardinals
1983,ATL,N,Atlanta,Braves
1983,CIN,N,Cincinnati,Reds
1983,HOU,N,Houston,Astros
1983,LAN,N,Los Angeles,Dodgers
1983,SDN,N,San Diego,Padres
1983,SFN,N,San Francisco,Giants
1984,BAL,A,Baltimore,Orioles
1984,BOS,A,Boston,Red Sox
1984,CAL,A,California,Angels
1984,CHA,A,Chicago,White Sox
1984,CLE,A,Cleveland,Indians
1984,DET,A,Detroit,Tigers
1984,KCA,A,Kansas City,Royals
1984,MIL,A,Milwaukee,Brewers
1984,MIN,A,Minnesota,Twins
1984,NYA,A,New York,Yankees
1984,OAK,A,Oakland,Athletics
1984,SEA,A,Seattle,Mariners
1984,TEX,A,Texas,Rangers
1984,TOR,A,Toronto,Blue Jays
1984,ATL,N,Atlanta,Braves
1984,CHN,N,Chicago,Cubs
1984,CIN,N,Cincinnati,Reds
1984,HOU,N,Houston,Astros
1984,LAN,N,Los Angeles,Dodgers
1984,MON,N,Montreal,Expos
1984,NYN,N,New York,Mets
1984,PHI,N,Philadelphia,Phillies
1984,PIT,N,Pittsburgh,Pirates
1984,SDN,N,San Diego,Padres
1984,SFN,N,San Francisco,Giants
1984,SLN,N,St. Louis,Cardinals
1985,BAL,A,Baltimore,Orioles
1985,BOS,A,Boston,Red Sox
1985,CAL,A,California,Angels
1985,CHA,A,Chicago,White Sox
1985,CLE,A,Cleveland,Indians
1985,DET,A,Detroit,Tigers
1985,KCA,A,Kansas City,Royals
1985,MIL,A,Milwaukee,Brewers
1985,MIN,A,Minnesota,Twins
1985,NYA,A,New York,Yankees
1985,OAK,A,Oakland,Athletics
1985,SEA,A,Seattle,Mariners
1985,TEX,A,Texas,Rangers
1985,TOR,A,Toronto,Blue Jays
1985,ATL,N,Atlanta,Braves
1985,CHN,N,Chicago,Cubs
1985,CIN,N,Cincinnati,Reds
1985,HOU,N,Houston,Astros
1985,LAN,N,Los Angeles,Dodgers
1985,MON,N,Montreal,Expos
1985,NYN,N,New York,Mets
1985,PHI,N,Philadelphia,Phillies
1985,PIT,N,Pittsburgh,Pirates
1985,SDN,N,San Diego,Padres
1985,SFN,N,San Francisco,Giants
1985,SLN,N,St. Louis,Cardinals
1986,BAL,A,Baltimore,Orioles
1986,BOS,A,Boston,Red Sox
1986,CLE,A,Cleveland,Indians
1986,DET,A,Detroit,Tigers
1986,MIL,A,Milwaukee,Brewers
1986,NYA,A,New York,Yankees
1986,TOR,A,Toronto,Blue Jays
1986,CAL,A,California,Angels
1986,CHA,A,Chicago,White Sox
1986,KCA,A,Kansas City,Royals
1986,MIN,A,Minnesota,Twins
1986,OAK,A,Oakland,Athletics
1986,SEA,A,Seattle,Mariners
1986,TEX,A,Texas,Rangers
1986,CHN,N,Chicago,Cubs
1986,MON,N,Montreal,Expos
1986,NYN,N,New York,Mets
1986,PHI,N,Philadelphia,Phillies
1986,PIT,N,Pittsburgh,Pirates
1986,SLN,N,St. Louis,Cardinals
1986,ATL,N,Atlanta,Braves
1986,CIN,N,Cincinnati,Reds
1986,HOU,N,Houston,Astros
1986,LAN,N,Los Angeles,Dodgers
1986,SDN,N,San Diego,Padres
1986,SFN,N,San Francisco,Giants
1987,BAL,A,Baltimore,Orioles
1987,BOS,A,Boston,Red Sox
1987,CLE,A,Cleveland,Indians
1987,DET,A,Detroit,Tigers
1987,MIL,A,Milwaukee,Brewers
1987,NYA,A,New York,Yankees
1987,TOR,A,Toronto,Blue Jays
1987,CAL,A,California,Angels
1987,CHA,A,Chicago,White Sox
1987,KCA,A,Kansas City,Royals
1987,MIN,A,Minnesota,Twins
1987,OAK,A,Oakland,Athletics
1987,SEA,A,Seattle,Mariners
1987,TEX,A,Texas,Rangers
1987,CHN,N,Chicago,Cubs
1987,MON,N,Montreal,Expos
1987,NYN,N,New York,Mets
1987,PHI,N,Philadelphia,Phillies
1987,PIT,N,Pittsburgh,Pirates
1987,SLN,N,St. Louis,Cardinals
1987,ATL,N,Atlanta,Braves
1987,CIN,N,Cincinnati,Reds
1987,HOU,N,Houston,Astros
1987,LAN,N,Los Angeles,Dodgers
1987,SDN,N,San Diego,Padres
1987,SFN,N,San Francisco,Giants
1988,BAL,A,Baltimore,Orioles
1988,BOS,A,Boston,Red Sox
1988,CLE,A,Cleveland,Indians
1988,DET,A,Detroit,Tigers
1988,MIL,A,Milwaukee,Brewers
1988,NYA,A,New York,Yankees
1988,TOR,A,Toronto,Blue Jays
1988,CAL,A,California,Angels
1988,CHA,A,Chicago,White Sox
1988,KCA,A,Kansas City,Royals
1988,MIN,A,Minnesota,Twins
1988,OAK,A,Oakland,Athletics
1988,SEA,A,Seattle,Mariners
1988,TEX,A,Texas,Rangers
1988,CHN,N,Chicago,Cubs
1988,MON,N,Montreal,Expos
1988,NYN,N,New York,Mets
1988,PHI,N,Philadelphia,Phillies
1988,PIT,N,Pittsburgh,Pirates
1988,SLN,N,St. Louis,Cardinals
1988,ATL,N,Atlanta,Braves
1988,CIN,N,Cincinnati,Reds
1988,HOU,N,Houston,Astros
1988,LAN,N,Los Angeles,Dodgers
1988,SDN,N,San Diego,Padres
1988,SFN,N,San Francisco,Giants
1989,BAL,A,Baltimore,Orioles
1989,BOS,A,Boston,Red Sox
1989,CLE,A,Cleveland,Indians
1989,DET,A,Detroit,Tigers
1989,MIL,A,Milwaukee,Brewers
1989,NYA,A,New York,Yankees
1989,TOR,A,Toronto,Blue Jays
1989,CAL,A,California,Angels
1989,CHA,A,Chicago,White Sox
1989,KCA,A,Kansas City,Royals
1989,MIN,A,Minnesota,Twins
1989,OAK,A,Oakland,Athletics
1989,SEA,A,Seattle,Mariners
1989,TEX,A,Texas,Rangers
1989,CHN,N,Chicago,Cubs
1989,MON,N,Montreal,Expos
1989,NYN,N,New York,Mets
1989,PHI,N,Philadelphia,Phillies
1989,PIT,N,Pittsburgh,Pirates
1989,SLN,N,St. Louis,Cardinals
1989,ATL,N,Atlanta,Braves
1989,CIN,N,Cincinnati,Reds
1989,HOU,N,Houston,Astros
1989,LAN,N,Los Angeles,Dodgers
1989,SDN,N,San Diego,Padres
1989,SFN,N,San Francisco,Giants
1990,BAL,A,Baltimore,Orioles
1990,BOS,A,Boston,Red Sox
1990,CLE,A,Cleveland,Indians
1990,DET,A,Detroit,Tigers
1990,MIL,A,Milwaukee,Brewers
1990,NYA,A,New York,Yankees
1990,TOR,A,Toronto,Blue Jays
1990,CAL,A,California,Angels
1990,CHA,A,Chicago,White Sox
1990,KCA,A,Kansas City,Royals
1990,MIN,A,Minnesota,Twins
1990,OAK,A,Oakland,Athletics
1990,SEA,A,Seattle,Mariners
1990,TEX,A,Texas,Rangers
1990,CHN,N,Chicago,Cubs
1990,MON,N,Montreal,Expos
1990,NYN,N,New York,Mets
1990,PHI,N,Philadelphia,Phillies
1990,PIT,N,Pittsburgh,Pirates
1990,SLN,N,St. Louis,Cardinals
1990,ATL,N,Atlanta,Braves
1990,CIN,N,Cincinnati,Reds
1990,HOU,N,Houston,Astros
1990,LAN,N,Los Angeles,Dodgers
1990,SDN,N,San Diego,Padres
1990,SFN,N,San Francisco,Giants
1991,BAL,A,Baltimore,Orioles
1991,BOS,A,Boston,Red Sox
1991,CLE,A,Cleveland,Indians
1991,DET,A,Detroit,Tigers
1991,MIL,A,Milwaukee,Brewers
1991,NYA,A,New York,Yankees
1991,TOR,A,Toronto,Blue Jays
1991,CAL,A,California,Angels
1991,CHA,A,Chicago,White Sox
1991,KCA,A,Kansas City,Royals
1991,MIN,A,Minnesota,Twins
1991,OAK,A,Oakland,Athletics
1991,SEA,A,Seattle,Mariners
1991,TEX,A,Texas,Rangers
1991,CHN,N,Chicago,Cubs
1991,MON,N,Montreal,Expos
1991,NYN,N,New York,Mets
1991,PHI,N,Philadelphia,Phillies
1991,PIT,N,Pittsburgh,Pirates
1991,SLN,N,St. Louis,Cardinals
1991,ATL,N,Atlanta,Braves
1991,CIN,N,Cincinnati,Reds
1991,HOU,N,Houston,Astros
1991,LAN,N,Los Angeles,Dodgers
1991,SDN,N,San Diego,Padres
1991,SFN,N,San Francisco,Giants
1992,BAL,A,Baltimore,Orioles
